Registration,Duration,Ignition,DateTime,Lat,Lon,Odometer,Date,Time,StartStop
JJB627EC,00:31:11,Ignition On,2023/08/01 07:25,-31.606916,25.013687,135427.7,2023/08/01,7:25:44 am,Start
JJB627EC,00:31:11, ,2023/08/01 07:25,-31.606852,25.013687,135427.7,2023/08/01,7:25:59 am,
JJB627EC,00:31:11, ,2023/08/01 07:26,-31.606852,25.013687,135427.7,2023/08/01,7:26:28 am,
JJB627EC,00:31:11, ,2023/08/01 07:26,-31.606852,25.013687,135427.7,2023/08/01,7:26:58 am,
JJB627EC,00:31:11, ,2023/08/01 07:27,-31.606852,25.013687,135427.7,2023/08/01,7:27:28 am,
JJB627EC,00:31:11, ,2023/08/01 07:27,-31.606852,25.013687,135427.7,2023/08/01,7:27:58 am,
JJB627EC,00:31:11, ,2023/08/01 07:28,-31.606852,25.013687,135427.7,2023/08/01,7:28:28 am,
JJB627EC,00:31:11, ,2023/08/01 07:28,-31.606937,25.013605,135427.7,2023/08/01,7:28:54 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.607006,25.013582,135427.7,2023/08/01,7:29:00 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.607031,25.013586,135427.7,2023/08/01,7:29:02 am,
JJB627EC,00:31:11,,2023/08/01 07:29,-31.607031,25.013586,135427.7,2023/08/01,7:29:03 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.607035,25.013565,135427.7,2023/08/01,7:29:07 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606974,25.013256,135427.8,2023/08/01,7:29:17 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606941,25.013023,135427.8,2023/08/01,7:29:21 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606962,25.012756,135427.8,2023/08/01,7:29:25 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.607042,25.012075,135427.9,2023/08/01,7:29:35 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606966,25.011457,135427.9,2023/08/01,7:29:44 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606892,25.011223,135427.9,2023/08/01,7:29:48 am,
JJB627EC,00:31:11, ,2023/08/01 07:29,-31.606306,25.010265,135428.1,2023/08/01,7:29:59 am,
JJB627EC,00:31:11, ,2023/08/01 07:30,-31.60428,25.007296,135428.4,2023/08/01,7:30:29 am,
JJB627EC,00:31:11, ,2023/08/01 07:30,-31.604242,25.007185,135428.4,2023/08/01,7:30:30 am,
JJB627EC,00:31:11, ,2023/08/01 07:30,-31.603788,25.004959,135428.6,2023/08/01,7:30:49 am,
JJB627EC,00:31:11, ,2023/08/01 07:31,-31.603142,25.001516,135428.9,2023/08/01,7:31:19 am,
JJB627EC,00:31:11, ,2023/08/01 07:31,-31.60253,24.998285,135429.2,2023/08/01,7:31:49 am,
JJB627EC,00:31:11, ,2023/08/01 07:32,-31.601843,24.995232,135429.5,2023/08/01,7:32:19 am,
JJB627EC,00:31:11, ,2023/08/01 07:32,-31.60125,24.992451,135429.8,2023/08/01,7:32:49 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.601185,24.991699,135429.8,2023/08/01,7:33:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.601154,24.991653,135429.9,2023/08/01,7:33:10 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.601128,24.991638,135429.9,2023/08/01,7:33:11 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.601093,24.991625,135429.9,2023/08/01,7:33:12 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.601009,24.991625,135429.9,2023/08/01,7:33:14 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.596586,24.993097,135430.4,2023/08/01,7:33:44 am,
JJB627EC,00:31:11, ,2023/08/01 07:33,-31.595022,24.993671,135430.5,2023/08/01,7:33:52 am,
JJB627EC,00:31:11, ,2023/08/01 07:34,-31.589417,24.995792,135431.2,2023/08/01,7:34:22 am,
JJB627EC,00:31:11, ,2023/08/01 07:34,-31.58382,24.9979,135431.8,2023/08/01,7:34:52 am,
JJB627EC,00:31:11, ,2023/08/01 07:35,-31.578007,25.00009,135432.5,2023/08/01,7:35:22 am,
JJB627EC,00:31:11, ,2023/08/01 07:35,-31.572229,25.00227,135433.1,2023/08/01,7:35:52 am,
JJB627EC,00:31:11, ,2023/08/01 07:36,-31.566288,25.004513,135433.8,2023/08/01,7:36:22 am,
JJB627EC,00:31:11, ,2023/08/01 07:36,-31.563534,25.005749,135434.1,2023/08/01,7:36:36 am,
JJB627EC,00:31:11, ,2023/08/01 07:36,-31.560177,25.007835,135434.6,2023/08/01,7:36:54 am,
JJB627EC,00:31:11, ,2023/08/01 07:37,-31.554007,25.009335,135435.2,2023/08/01,7:37:24 am,
JJB627EC,00:31:11, ,2023/08/01 07:37,-31.5481,25.010653,135435.9,2023/08/01,7:37:54 am,
JJB627EC,00:31:11, ,2023/08/01 07:38,-31.541964,25.012011,135436.6,2023/08/01,7:38:24 am,
JJB627EC,00:31:11, ,2023/08/01 07:38,-31.535749,25.013395,135437.3,2023/08/01,7:38:54 am,
JJB627EC,00:31:11, ,2023/08/01 07:39,-31.5345,25.013643,135437.4,2023/08/01,7:39:00 am,
JJB627EC,00:31:11, ,2023/08/01 07:39,-31.528288,25.014688,135438.1,2023/08/01,7:39:30 am,
JJB627EC,00:31:11, ,2023/08/01 07:40,-31.522095,25.015722,135438.8,2023/08/01,7:40:00 am,
JJB627EC,00:31:11, ,2023/08/01 07:40,-31.520275,25.016174,135439,2023/08/01,7:40:09 am,
JJB627EC,00:31:11, ,2023/08/01 07:40,-31.514835,25.019123,135439.6,2023/08/01,7:40:39 am,
JJB627EC,00:31:11, ,2023/08/01 07:41,-31.509151,25.020832,135440.3,2023/08/01,7:41:09 am,
JJB627EC,00:31:11, ,2023/08/01 07:41,-31.504251,25.022242,135440.8,2023/08/01,7:41:34 am,
JJB627EC,00:31:11, ,2023/08/01 07:41,-31.503069,25.022303,135440.9,2023/08/01,7:41:40 am,
JJB627EC,00:31:11, ,2023/08/01 07:41,-31.501957,25.022062,135441.1,2023/08/01,7:41:46 am,
JJB627EC,00:31:11, ,2023/08/01 07:41,-31.500952,25.021622,135441.2,2023/08/01,7:41:52 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.498295,25.019833,135441.5,2023/08/01,7:42:13 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.498198,25.019711,135441.5,2023/08/01,7:42:15 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.498037,25.019463,135441.5,2023/08/01,7:42:19 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.497896,25.019352,135441.6,2023/08/01,7:42:22 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.497652,25.019209,135441.6,2023/08/01,7:42:51 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.497465,25.019176,135441.6,2023/08/01,7:42:56 am,
JJB627EC,00:31:11, ,2023/08/01 07:42,-31.497416,25.01918,135441.6,2023/08/01,7:42:58 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.497391,25.019201,135441.6,2023/08/01,7:43:02 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.497383,25.019222,135441.6,2023/08/01,7:43:03 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.497379,25.019255,135441.6,2023/08/01,7:43:04 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.497391,25.019299,135441.6,2023/08/01,7:43:05 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.497448,25.019363,135441.6,2023/08/01,7:43:07 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.501236,25.021841,135442.1,2023/08/01,7:43:38 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.502281,25.022245,135442.2,2023/08/01,7:43:44 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.503372,25.022394,135442.3,2023/08/01,7:43:50 am,
JJB627EC,00:31:11, ,2023/08/01 07:43,-31.504471,25.022285,135442.5,2023/08/01,7:43:56 am,
JJB627EC,00:31:11, ,2023/08/01 07:44,-31.510305,25.020576,135443.1,2023/08/01,7:44:26 am,
JJB627EC,00:31:11, ,2023/08/01 07:44,-31.515188,25.019047,135443.7,2023/08/01,7:44:52 am,
JJB627EC,00:31:11, ,2023/08/01 07:45,-31.520685,25.016096,135444.3,2023/08/01,7:45:22 am,
JJB627EC,00:31:11, ,2023/08/01 07:45,-31.521276,25.01593,135444.4,2023/08/01,7:45:25 am,
JJB627EC,00:31:11, ,2023/08/01 07:45,-31.527422,25.014885,135445.1,2023/08/01,7:45:55 am,
JJB627EC,00:31:11, ,2023/08/01 07:46,-31.534216,25.013733,135445.8,2023/08/01,7:46:25 am,
JJB627EC,00:31:11, ,2023/08/01 07:46,-31.540798,25.012333,135446.5,2023/08/01,7:46:55 am,
JJB627EC,00:31:11, ,2023/08/01 07:47,-31.547203,25.010904,135447.2,2023/08/01,7:47:25 am,
JJB627EC,00:31:11, ,2023/08/01 07:47,-31.552509,25.009729,135447.8,2023/08/01,7:47:55 am,
JJB627EC,00:31:11, ,2023/08/01 07:48,-31.557819,25.008535,135448.4,2023/08/01,7:48:25 am,
JJB627EC,00:31:11, ,2023/08/01 07:48,-31.560572,25.00773,135448.7,2023/08/01,7:48:41 am,
JJB627EC,00:31:11, ,2023/08/01 07:48,-31.562515,25.006535,135449,2023/08/01,7:48:54 am,
JJB627EC,00:31:11, ,2023/08/01 07:49,-31.564629,25.005232,135449.2,2023/08/01,7:49:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:49,-31.569885,25.003222,135449.8,2023/08/01,7:49:38 am,
JJB627EC,00:31:11, ,2023/08/01 07:50,-31.575249,25.001192,135450.4,2023/08/01,7:50:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:50,-31.58065,24.999161,135451,2023/08/01,7:50:38 am,
JJB627EC,00:31:11, ,2023/08/01 07:51,-31.586182,24.99707,135451.7,2023/08/01,7:51:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:51,-31.591757,24.994963,135452.3,2023/08/01,7:51:38 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.597301,24.992884,135452.9,2023/08/01,7:52:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.601103,24.991657,135453.4,2023/08/01,7:52:33 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.601147,24.991667,135453.4,2023/08/01,7:52:34 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.601179,24.991692,135453.4,2023/08/01,7:52:35 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.6012,24.991722,135453.4,2023/08/01,7:52:36 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.601212,24.991764,135453.4,2023/08/01,7:52:37 am,
JJB627EC,00:31:11, ,2023/08/01 07:52,-31.601236,24.992001,135453.4,2023/08/01,7:52:43 am,
JJB627EC,00:31:11, ,2023/08/01 07:53,-31.601301,24.993204,135453.5,2023/08/01,7:53:01 am,
JJB627EC,00:31:11, ,2023/08/01 07:53,-31.601954,24.995789,135453.7,2023/08/01,7:53:31 am,
JJB627EC,00:31:11, ,2023/08/01 07:54,-31.602579,24.998583,135454,2023/08/01,7:54:01 am,
JJB627EC,00:31:11, ,2023/08/01 07:54,-31.603121,25.001444,135454.3,2023/08/01,7:54:31 am,
JJB627EC,00:31:11, ,2023/08/01 07:55,-31.603682,25.004484,135454.5,2023/08/01,7:55:01 am,
JJB627EC,00:31:11, ,2023/08/01 07:55,-31.604267,25.007282,135454.8,2023/08/01,7:55:26 am,
JJB627EC,00:31:11, ,2023/08/01 07:55,-31.604446,25.007605,135454.8,2023/08/01,7:55:29 am,
JJB627EC,00:31:11, ,2023/08/01 07:55,-31.606474,25.010542,135455.2,2023/08/01,7:55:59 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606888,25.011217,135455.3,2023/08/01,7:56:06 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606941,25.011429,135455.3,2023/08/01,7:56:08 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.607035,25.012125,135455.4,2023/08/01,7:56:15 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.607006,25.012484,135455.4,2023/08/01,7:56:19 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606941,25.013081,135455.4,2023/08/01,7:56:27 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606985,25.013418,135455.5,2023/08/01,7:56:34 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.607019,25.013506,135455.5,2023/08/01,7:56:37 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.60701,25.013544,135455.5,2023/08/01,7:56:39 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606991,25.013575,135455.5,2023/08/01,7:56:41 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606962,25.01359,135455.5,2023/08/01,7:56:43 am,
JJB627EC,00:31:11, ,2023/08/01 07:56,-31.606934,25.013601,135455.5,2023/08/01,7:56:45 am,
JJB627EC,00:31:11,Ignition Off,2023/08/01 07:56,-31.606916,25.013615,135455.5,2023/08/01,7:56:55 am,Stop
JJB627EC,00:00:56,Ignition On,2023/08/01 15:04,-31.606865,25.01368,135455.5,2023/08/01,3:04:16 pm,Start
JJB627EC,00:00:56, ,2023/08/01 15:04,-31.606924,25.013643,135455.5,2023/08/01,3:04:27 pm,
JJB627EC,00:00:56, ,2023/08/01 15:04,-31.607031,25.013597,135455.5,2023/08/01,3:04:35 pm,
JJB627EC,00:00:56, ,2023/08/01 15:04,-31.607052,25.013605,135455.5,2023/08/01,3:04:37 pm,
JJB627EC,00:00:56, ,2023/08/01 15:04,-31.607059,25.013618,135455.5,2023/08/01,3:04:38 pm,
JJB627EC,00:00:56, ,2023/08/01 15:04,-31.607067,25.013636,135455.5,2023/08/01,3:04:39 pm,
JJB627EC,00:00:56, ,2023/08/01 15:05,-31.607077,25.013977,135455.5,2023/08/01,3:05:03 pm,
JJB627EC,00:00:56,Ignition Off,2023/08/01 15:05,-31.607052,25.014107,135455.5,2023/08/01,3:05:12 pm,Stop
JJB627EC,00:04:30,Ignition On,2023/08/01 15:07,-31.607052,25.014107,135455.5,2023/08/01,3:07:41 pm,Start
JJB627EC,00:04:30, ,2023/08/01 15:08,-31.607052,25.014107,135455.5,2023/08/01,3:08:11 pm,
JJB627EC,00:04:30, ,2023/08/01 15:08,-31.607052,25.014107,135455.5,2023/08/01,3:08:41 pm,
JJB627EC,00:04:30, ,2023/08/01 15:09,-31.607052,25.014107,135455.5,2023/08/01,3:09:11 pm,
JJB627EC,00:04:30, ,2023/08/01 15:09,-31.607052,25.014107,135455.5,2023/08/01,3:09:41 pm,
JJB627EC,00:04:30, ,2023/08/01 15:10,-31.607052,25.014107,135455.5,2023/08/01,3:10:11 pm,
JJB627EC,00:04:30,,2023/08/01 15:10,-31.607052,25.014107,135455.5,2023/08/01,3:10:41 pm,
JJB627EC,00:04:30, ,2023/08/01 15:11,-31.607052,25.014107,135455.5,2023/08/01,3:11:11 pm,
JJB627EC,00:04:30, ,2023/08/01 15:11,-31.607052,25.014107,135455.5,2023/08/01,3:11:41 pm,
JJB627EC,00:04:30,Ignition Off,2023/08/01 15:12,-31.607052,25.014107,135455.5,2023/08/01,3:12:11 pm,Stop
JJB627EC,00:00:26,Ignition On,2023/08/01 15:18,-31.607052,25.014107,135455.5,2023/08/01,3:18:21 pm,Start
JJB627EC,00:00:26, ,2023/08/01 15:18,-31.607052,25.014107,135455.5,2023/08/01,3:18:22 pm,
JJB627EC,00:00:26, ,2023/08/01 15:18,-31.607084,25.013985,135455.6,2023/08/01,3:18:33 pm,
JJB627EC,00:00:26,Ignition Off,2023/08/01 15:18,-31.607031,25.013561,135455.6,2023/08/01,3:18:47 pm,Stop
JJB627EC,00:22:25,Ignition On,2023/08/01 15:57,-31.607031,25.013561,135455.6,2023/08/01,3:57:45 pm,Start
JJB627EC,00:22:25, ,2023/08/01 15:57,-31.606937,25.013475,135455.6,2023/08/01,3:57:53 pm,
JJB627EC,00:22:25, ,2023/08/01 15:58,-31.606937,25.013475,135455.6,2023/08/01,3:58:22 pm,
JJB627EC,00:22:25, ,2023/08/01 15:58,-31.606937,25.013475,135455.6,2023/08/01,3:58:52 pm,
JJB627EC,00:22:25, ,2023/08/01 15:59,-31.606937,25.013475,135455.6,2023/08/01,3:59:22 pm,
JJB627EC,00:22:25, ,2023/08/01 15:59,-31.606937,25.013475,135455.6,2023/08/01,3:59:52 pm,
JJB627EC,00:22:25, ,2023/08/01 16:00,-31.606937,25.013475,135455.6,2023/08/01,4:00:22 pm,
JJB627EC,00:22:25,,2023/08/01 16:00,-31.606937,25.013475,135455.6,2023/08/01,4:00:52 pm,
JJB627EC,00:22:25, ,2023/08/01 16:01,-31.606937,25.013475,135455.6,2023/08/01,4:01:22 pm,
JJB627EC,00:22:25, ,2023/08/01 16:01,-31.606985,25.013424,135455.6,2023/08/01,4:01:52 pm,
JJB627EC,00:22:25, ,2023/08/01 16:02,-31.606949,25.01309,135455.6,2023/08/01,4:02:17 pm,
JJB627EC,00:22:25, ,2023/08/01 16:02,-31.606869,25.011192,135455.8,2023/08/01,4:02:47 pm,
JJB627EC,00:22:25, ,2023/08/01 16:02,-31.606682,25.01086,135455.8,2023/08/01,4:02:52 pm,
JJB627EC,00:22:25, ,2023/08/01 16:03,-31.604679,25.007935,135456.2,2023/08/01,4:03:22 pm,
JJB627EC,00:22:25, ,2023/08/01 16:03,-31.60428,25.007307,135456.3,2023/08/01,4:03:28 pm,
JJB627EC,00:22:25, ,2023/08/01 16:03,-31.604174,25.006933,135456.3,2023/08/01,4:03:31 pm,
JJB627EC,00:22:25, ,2023/08/01 16:04,-31.60339,25.002897,135456.7,2023/08/01,4:04:02 pm,
JJB627EC,00:22:25, ,2023/08/01 16:04,-31.602665,24.99906,135457,2023/08/01,4:04:32 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601871,24.995422,135457.4,2023/08/01,4:05:02 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601236,24.99267,135457.6,2023/08/01,4:05:25 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601185,24.99176,135457.7,2023/08/01,4:05:42 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601147,24.991678,135457.7,2023/08/01,4:05:45 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601082,24.991631,135457.7,2023/08/01,4:05:47 pm,
JJB627EC,00:22:25, ,2023/08/01 16:05,-31.601028,24.991631,135457.7,2023/08/01,4:05:48 pm,
JJB627EC,00:22:25, ,2023/08/01 16:06,-31.599524,24.992085,135457.9,2023/08/01,4:06:02 pm,
JJB627EC,00:22:25, ,2023/08/01 16:06,-31.593521,24.994259,135458.6,2023/08/01,4:06:32 pm,
JJB627EC,00:22:25, ,2023/08/01 16:07,-31.58679,24.996809,135459.4,2023/08/01,4:07:02 pm,
JJB627EC,00:22:25, ,2023/08/01 16:07,-31.580008,24.999365,135460.1,2023/08/01,4:07:32 pm,
JJB627EC,00:22:25, ,2023/08/01 16:08,-31.573145,25.001961,135460.9,2023/08/01,4:08:02 pm,
JJB627EC,00:22:25, ,2023/08/01 16:08,-31.566402,25.004496,135461.7,2023/08/01,4:08:32 pm,
JJB627EC,00:22:25, ,2023/08/01 16:08,-31.563919,25.005529,135462,2023/08/01,4:08:43 pm,
JJB627EC,00:22:25, ,2023/08/01 16:09,-31.559624,25.00806,135462.5,2023/08/01,4:09:03 pm,
JJB627EC,00:22:25, ,2023/08/01 16:09,-31.552502,25.009691,135463.3,2023/08/01,4:09:33 pm,
JJB627EC,00:22:25, ,2023/08/01 16:10,-31.545393,25.011274,135464.1,2023/08/01,4:10:03 pm,
JJB627EC,00:22:25, ,2023/08/01 16:10,-31.538582,25.012789,135464.9,2023/08/01,4:10:33 pm,
JJB627EC,00:22:25, ,2023/08/01 16:11,-31.531595,25.014139,135465.6,2023/08/01,4:11:03 pm,
JJB627EC,00:22:25, ,2023/08/01 16:11,-31.524515,25.015335,135466.4,2023/08/01,4:11:33 pm,
JJB627EC,00:22:25, ,2023/08/01 16:12,-31.519217,25.016735,135467,2023/08/01,4:12:03 pm,
JJB627EC,00:22:25, ,2023/08/01 16:12,-31.514433,25.019316,135467.6,2023/08/01,4:12:31 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.5086,25.021029,135468.2,2023/08/01,4:13:01 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.503914,25.022306,135468.8,2023/08/01,4:13:24 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.503107,25.022322,135468.9,2023/08/01,4:13:28 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.501921,25.022081,135469,2023/08/01,4:13:34 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.501034,25.021687,135469.1,2023/08/01,4:13:39 pm,
JJB627EC,00:22:25, ,2023/08/01 16:13,-31.498316,25.019859,135469.4,2023/08/01,4:13:59 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.498234,25.019754,135469.4,2023/08/01,4:14:01 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.498034,25.019463,135469.5,2023/08/01,4:14:26 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.497831,25.019302,135469.5,2023/08/01,4:14:30 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.497606,25.01919,135469.5,2023/08/01,4:14:34 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.497509,25.01918,135469.5,2023/08/01,4:14:36 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.497334,25.019184,135469.5,2023/08/01,4:14:40 pm,
JJB627EC,00:22:25, ,2023/08/01 16:14,-31.4972,25.019115,135469.6,2023/08/01,4:14:42 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493725,25.016788,135470,2023/08/01,4:15:12 pm,
JJB627EC,00:22:25,Turning,2023/08/01 16:15,-31.49301,25.016258,135470.1,2023/08/01,4:15:20 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.49301,25.016258,135470.1,2023/08/01,4:15:20 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.492979,25.016197,135470.1,2023/08/01,4:15:21 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.492968,25.016132,135470.1,2023/08/01,4:15:22 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.492989,25.016048,135470.1,2023/08/01,4:15:23 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493193,25.015694,135470.1,2023/08/01,4:15:27 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493347,25.015551,135470.2,2023/08/01,4:15:29 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493437,25.015507,135470.2,2023/08/01,4:15:30 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493641,25.015478,135470.2,2023/08/01,4:15:32 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.493822,25.015524,135470.2,2023/08/01,4:15:34 pm,
JJB627EC,00:22:25, ,2023/08/01 16:15,-31.494076,25.015661,135470.2,2023/08/01,4:15:37 pm,
JJB627EC,00:22:25, ,2023/08/01 16:16,-31.494226,25.015766,135470.3,2023/08/01,4:16:07 pm,
JJB627EC,00:22:25, ,2023/08/01 16:16,-31.494226,25.015766,135470.3,2023/08/01,4:16:37 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.494226,25.015766,135470.3,2023/08/01,4:17:07 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.494389,25.015877,135470.3,2023/08/01,4:17:24 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.49444,25.015884,135470.3,2023/08/01,4:17:25 pm,
JJB627EC,00:22:25,Turning,2023/08/01 16:17,-31.49444,25.015884,135470.3,2023/08/01,4:17:25 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.494493,25.015865,135470.3,2023/08/01,4:17:26 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.494604,25.015787,135470.3,2023/08/01,4:17:28 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.49501,25.015532,135470.4,2023/08/01,4:17:34 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.495646,25.015327,135470.4,2023/08/01,4:17:43 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.495674,25.015291,135470.4,2023/08/01,4:17:44 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.495682,25.015242,135470.4,2023/08/01,4:17:45 pm,
JJB627EC,00:22:25, ,2023/08/01 16:17,-31.495682,25.015198,135470.4,2023/08/01,4:17:46 pm,
JJB627EC,00:22:25, ,2023/08/01 16:18,-31.495415,25.01355,135470.6,2023/08/01,4:18:16 pm,
JJB627EC,00:22:25, ,2023/08/01 16:18,-31.495007,25.011543,135470.8,2023/08/01,4:18:47 pm,
JJB627EC,00:22:25, ,2023/08/01 16:19,-31.494518,25.008833,135471,2023/08/01,4:19:17 pm,
JJB627EC,00:22:25, ,2023/08/01 16:19,-31.494331,25.007727,135471.1,2023/08/01,4:19:28 pm,
JJB627EC,00:22:25, ,2023/08/01 16:19,-31.494368,25.007687,135471.1,2023/08/01,4:19:29 pm,
JJB627EC,00:22:25, ,2023/08/01 16:19,-31.494453,25.007641,135471.1,2023/08/01,4:19:31 pm,
JJB627EC,00:22:25, ,2023/08/01 16:20,-31.495836,25.007286,135471.3,2023/08/01,4:20:00 pm,
JJB627EC,00:22:25, ,2023/08/01 16:20,-31.495935,25.00725,135471.3,2023/08/01,4:20:03 pm,
JJB627EC,00:22:25, ,2023/08/01 16:20,-31.495951,25.007267,135471.3,2023/08/01,4:20:04 pm,
JJB627EC,00:22:25,Ignition Off,2023/08/01 16:20,-31.495968,25.007307,135471.3,2023/08/01,4:20:10 pm,Stop
JJB627EC,00:16:30,Ignition On,2023/08/01 16:50,-31.495968,25.007307,135471.3,2023/08/01,4:50:15 pm,Start
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.495968,25.00732,135471.3,2023/08/01,4:50:20 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.495939,25.007263,135471.3,2023/08/01,4:50:37 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.496586,25.007071,135471.4,2023/08/01,4:50:51 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.49663,25.007038,135471.4,2023/08/01,4:50:52 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.496655,25.007002,135471.4,2023/08/01,4:50:53 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.496668,25.006945,135471.4,2023/08/01,4:50:54 pm,
JJB627EC,00:16:30,Turning,2023/08/01 16:50,-31.496668,25.006945,135471.4,2023/08/01,4:50:54 pm,
JJB627EC,00:16:30, ,2023/08/01 16:50,-31.496662,25.006826,135471.4,2023/08/01,4:50:56 pm,
JJB627EC,00:16:30, ,2023/08/01 16:51,-31.496471,25.00572,135471.5,2023/08/01,4:51:11 pm,
JJB627EC,00:16:30, ,2023/08/01 16:51,-31.496489,25.005688,135471.5,2023/08/01,4:51:12 pm,
JJB627EC,00:16:30, ,2023/08/01 16:51,-31.496504,25.005659,135471.5,2023/08/01,4:51:13 pm,
JJB627EC,00:16:30, ,2023/08/01 16:51,-31.496546,25.005627,135471.5,2023/08/01,4:51:14 pm,
